CMDLINE 'C:/Users/Pedro Leonel/AppData/Local/Programs/Python/Python39/python.exe' 'c:/Users/Pedro Leonel/Documents/python/test2.py'
MEM 0.609375 1623168049.3064
MEM 14.597656 1623168049.4073
MEM 19.507812 1623168049.5077
MEM 19.507812 1623168049.6079
MEM 19.507812 1623168049.7082
MEM 19.507812 1623168049.8087
MEM 19.507812 1623168049.9097
MEM 19.507812 1623168050.0100
MEM 19.507812 1623168050.1105
MEM 19.507812 1623168050.2105
MEM 19.507812 1623168050.3106
MEM 19.507812 1623168050.4111
MEM 19.507812 1623168050.5111
MEM 19.507812 1623168050.6113
MEM 19.507812 1623168050.7122
MEM 19.507812 1623168050.8125
MEM 19.507812 1623168050.9125
MEM 19.507812 1623168051.0131
MEM 19.507812 1623168051.1135
MEM 19.507812 1623168051.2138
MEM 19.507812 1623168051.3144
MEM 19.507812 1623168051.4150
MEM 19.507812 1623168051.5154
MEM 19.507812 1623168051.6157
MEM 19.507812 1623168051.7158
MEM 19.507812 1623168051.8164
MEM 19.507812 1623168051.9165
MEM 19.507812 1623168052.0175
MEM 19.507812 1623168052.1177
MEM 19.507812 1623168052.2181
MEM 19.507812 1623168052.3184
MEM 19.507812 1623168052.4193
MEM 19.507812 1623168052.5196
MEM 19.507812 1623168052.6202
MEM 19.507812 1623168052.7255
MEM 19.507812 1623168052.8262
MEM 19.507812 1623168052.9267
MEM 19.507812 1623168053.0272
MEM 19.507812 1623168053.1277
MEM 19.507812 1623168053.2282
MEM 19.507812 1623168053.3285
MEM 19.507812 1623168053.4290
MEM 19.507812 1623168053.5299
MEM 19.507812 1623168053.6307
MEM 19.507812 1623168053.7308
MEM 19.507812 1623168053.8311
MEM 19.507812 1623168053.9313
MEM 19.507812 1623168054.0318
MEM 19.507812 1623168054.1326
MEM 19.507812 1623168054.2329
MEM 19.507812 1623168054.3333
MEM 19.507812 1623168054.4334
MEM 19.507812 1623168054.5335
MEM 19.507812 1623168054.6345
MEM 19.507812 1623168054.7352
MEM 19.507812 1623168054.8362
MEM 19.507812 1623168054.9369
MEM 19.507812 1623168055.0378
MEM 19.507812 1623168055.1380
MEM 19.507812 1623168055.2382
MEM 19.507812 1623168055.3389
MEM 19.507812 1623168055.4394
MEM 19.507812 1623168055.5395
MEM 19.507812 1623168055.6399
MEM 19.507812 1623168055.7403
MEM 19.507812 1623168055.8403
MEM 19.507812 1623168055.9407
MEM 19.507812 1623168056.0417
MEM 19.507812 1623168056.1418
MEM 19.507812 1623168056.2427
MEM 19.507812 1623168056.3432
MEM 19.507812 1623168056.4441
MEM 19.507812 1623168056.5442
MEM 19.507812 1623168056.6541
MEM 19.507812 1623168056.7548
MEM 19.507812 1623168056.8552
MEM 19.507812 1623168056.9553
MEM 19.507812 1623168057.0554
MEM 19.507812 1623168057.1559
MEM 19.507812 1623168057.2562
MEM 19.507812 1623168057.3567
MEM 19.507812 1623168057.4567
MEM 19.507812 1623168057.5571
MEM 19.507812 1623168057.6577
MEM 19.507812 1623168057.7578
MEM 19.507812 1623168057.8585
MEM 19.507812 1623168057.9590
MEM 19.507812 1623168058.0611
MEM 19.507812 1623168058.1612
MEM 19.507812 1623168058.2613
MEM 19.507812 1623168058.3613
MEM 19.507812 1623168058.4614
MEM 19.507812 1623168058.5641
MEM 19.507812 1623168058.6645
MEM 19.507812 1623168058.7653
MEM 19.507812 1623168058.8657
MEM 19.507812 1623168058.9658
MEM 19.507812 1623168059.0665
MEM 19.507812 1623168059.1666
MEM 19.507812 1623168059.2672
MEM 19.507812 1623168059.3682
MEM 19.507812 1623168059.4686
MEM 19.507812 1623168059.5692
MEM 19.507812 1623168059.6693
MEM 19.507812 1623168059.7702
MEM 19.507812 1623168059.8707
MEM 19.507812 1623168059.9715
MEM 19.507812 1623168060.0718
MEM 19.507812 1623168060.1719
MEM 19.507812 1623168060.2725
MEM 19.507812 1623168060.3730
MEM 19.507812 1623168060.4739
MEM 19.507812 1623168060.5744
MEM 19.507812 1623168060.6745
MEM 19.507812 1623168060.7746
MEM 19.507812 1623168060.8752
MEM 19.507812 1623168060.9756
MEM 19.507812 1623168061.0757
MEM 19.507812 1623168061.1762
MEM 19.507812 1623168061.2763
MEM 19.507812 1623168061.3767
MEM 19.507812 1623168061.4776
MEM 19.507812 1623168061.5777
MEM 19.507812 1623168061.6787
MEM 19.507812 1623168061.7792
MEM 19.507812 1623168061.8792
MEM 19.507812 1623168061.9800
MEM 19.507812 1623168062.0801
MEM 19.507812 1623168062.1806
MEM 19.507812 1623168062.2808
MEM 19.507812 1623168062.3812
MEM 19.507812 1623168062.4821
MEM 19.507812 1623168062.5823
MEM 19.507812 1623168062.6828
MEM 19.507812 1623168062.7837
MEM 19.507812 1623168062.8846
MEM 19.507812 1623168062.9853
MEM 19.507812 1623168063.0858
MEM 19.507812 1623168063.1863
MEM 19.507812 1623168063.2868
MEM 19.507812 1623168063.3875
MEM 19.507812 1623168063.4879
MEM 19.507812 1623168063.5886
MEM 19.507812 1623168063.6893
MEM 19.507812 1623168063.7898
MEM 19.507812 1623168063.8906
MEM 19.507812 1623168063.9915
MEM 19.507812 1623168064.0917
MEM 19.507812 1623168064.1922
MEM 19.507812 1623168064.2927
MEM 19.507812 1623168064.3936
MEM 19.507812 1623168064.4945
MEM 19.507812 1623168064.5947
MEM 19.507812 1623168064.6957
MEM 19.507812 1623168064.7959
MEM 19.507812 1623168064.8960
MEM 19.507812 1623168064.9966
MEM 19.507812 1623168065.0975
MEM 19.507812 1623168065.1976
MEM 19.507812 1623168065.2982
MEM 19.507812 1623168065.3988
MEM 19.507812 1623168065.4998
MEM 19.507812 1623168065.6004
MEM 19.507812 1623168065.7009
MEM 19.507812 1623168065.8018
MEM 19.507812 1623168065.9023
MEM 19.507812 1623168066.0024
MEM 19.507812 1623168066.1025
MEM 19.507812 1623168066.2026
MEM 19.507812 1623168066.3029
MEM 19.507812 1623168066.4034
MEM 19.507812 1623168066.5037
MEM 19.507812 1623168066.6042
